uid_t,name,name_zh,village,raw_Text
V371-1,Linchaogong,临潮宫,V371," Linchaogong 临潮宫: The main gods are Yanggong taishi 杨公太师 and Fazhu xianfei 法主仙妃. Secondary gods include Qitian dasheng 齐天大圣, Yaogong ershi 姚公二使, and Lufu dashen 鲁府大神"
V371-2,Qiyang shuyuan,淇阳书院,V371, Qiyang shuyuan 淇阳书院: The main god is Wenchang dijun 文昌帝君. 
V372-1,Gouxigong,沟西宫,V372," Gouxigong 沟西宫, Dongyangxijing Fuhaigong 东阳西境福海宫: The main god is Cigan renhui xianfei 慈感仁惠仙妃. Secondary gods include Baima xianggong 白马相公, Wulu yuanshuai 五路元帅, Lu sheren 卢舍人 and Wuzhaojun 五兆君. "
V373-1,Jiangtougong,江头宫,V373," Jiangtougong 江头宫: The main god is Tiangong yuanshuai 田公元帅. Secondary gods include Qitian dasheng 齐天大圣, Lingya jiangjun 灵牙将军, Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V373-2,Tianhougong,天后宫,V373, Tianhougong 天后宫 was rebuilt recently. The main god is Tianshang shengmu 天上圣母. Secondary gods include Wusheng tianfei 吴圣天妃 and Qianshi shengfei 钱氏圣妃
V373-3,Sanchici,三池祠,V373, Sanchici 三池祠: The main god is Sanyi jiaozhu 三一教主
V373-4,Hemeian,和美庵,V373," Hemeian 和美庵 was built in Xuantong 2 (1910) (PTZJZCG, 1992:218)"
V373-5,Deqingan,德庆庵,V373," Deqingan 德庆庵 was rebuilt in 1980 (PTZJZCG, 1992:218). "
V374-1,Haopushê,濠浦社,V374,"Haopushê 濠浦社: (This temple is owned by the sevenfold ritual alliance). Built in Tianshun 1 (1457), the temple was restored in the Jiaqing period (1796–1820). A stele survives from that period. The temple was renovated after the founding of the PRC. The main gods are Chifeng Zhongzheng shenghou 敕封忠正圣侯 (Zunzhu mingwang 尊主 明王), Houtu furen 后土夫人, Sima shengwang 司马圣王, and Wuhu Jialan 五虎伽蓝. This temple preserves three stelae, the Jiaqing 6 (1801) 重建西 漳濠浦社碑记 (Stele recording the restoration of the earth god temple of Haopu in Xizhang); the Jiaqing 18 (1813) 重建濠浦里社记 (Record of the repairs to the Haopu village earth god temple) ; and the Daoguang 23 (1843) 濠浦社禁约碑 (Stele outlining prohibitions and statutes of the Haopu earth god temple) (Epigraphical Materials, 1995, pp. 265, 290, 308, No. 230, 252, 273)"
V374-2,Longxingmiao,隆兴庙,V374, Longxingmiao 隆兴庙 is dedicated to Xuantian shangdi 玄天上帝. Secondary gods are Wenchang dijun 文昌帝君 and Wulu jiangjun 五路将军. 
V375-1,Xinglongmiao,兴隆庙,V375,Xinglongmiao 兴隆庙: The main god is Xuantian shangdi 玄天上帝
V375-2,Xinxingci,新兴祠,V375, Xinxingci 新兴祠: The main god is Sanyi jiaozhu 三一教主
V375-3,Xinxingmiao,新兴庙,V375, Xinxingmiao 新兴庙: The main god is Xufe daren 徐府大人. Secondary gods include Qixiannü 七仙女 and Zhuo zhenren 卓真人. 
V376-1,Wan’anshê,万安社,V376,"Wan’anshê 万安社 was built during the late Qing, and renovated both during the Republican era and after the founding of PRC. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tiangong yuanshuai 田公元帅, and Lingya jiangjun 灵牙将军. "
V377-1,Yangzhici,仰止祠,V377,"Yangzhici 仰止祠, Yongqingshê 永庆社 was built during the late Qing Dynasty, and was renovated both during the Republican period and after the founding of the PRC. The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, and Xu daren 徐大人. Secondary gods include Sanyi jiaozhu 三一教主, Zhanggong shengjun 张公圣君, Guansheng dijun 关圣帝君, and Puhua tianzun 普化天尊. "
V378-1,Zhaolinggong,昭灵宫,V378,"Zhaolinggong 昭灵宫, Zhongjingshê 中井社 was rebuilt in the Xuande period (1909–1911). The main gods are Shuji shenghou 顺济圣侯 (Zunzhu mingwang 尊主明王), Houtu furen 后土夫人 and Wushi shengfei 吴氏圣妃. Secondary gods include Sima shengwang 司马圣 王, Qitian dasheng 齐天大圣, Sanwei zhenjun 三位真君 and Xushi shengfei 许氏圣妃. "
V379-1,Chengxingshê,诚兴社,V379," Chengxingshê 诚兴社 branched off from the Zhongjingshê 中井社 of Changshan 畅山. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen后土夫人. Secondary gods include Sanwei zhenjun 三位真君, Qitian dasheng 齐天大圣, Xushi shenfei 许氏圣妃, and Wushi shengfei 吴氏圣妃"
V379-2,Xinxiangong,新仙宫,V379," Xinxiangong 新仙宫: The main god is Dutian yuanshuai 都天元帅. Secondary gods include Tiangong yuanshuai 田公元帅, Xietian dadi 协天 大帝, Qitian dasheng 齐天大圣, Lufu dashen 鲁府大神, Chenshi zhenren 陈氏真人, and Yima yuanjun 姨妈元君"
V379-3,Yixintang,一心堂,V379," Yixintang 一心堂 is dedicated to Lin Longjiang 林龙江. The SSCDCB, 1992:5 records 22 initiates"
V379-4,Hezhuci,合珠祠,V379," Hezhuci 合珠祠 is dedicated to Lin Longjiang 林龙江. The SSCDCB, 1992:5 records 20 initiates. "
V380-1,Huiling xinggong,会灵行宫,V380," Huiling xinggong 会灵行宫, Xin’an shangshê 新安 上社 was destroyed by floods in 1958, rebult in 1983, and moved and rebult again in 1994. The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Dongyue 东岳 Zhusheng shangdi 注生上帝 (this deity branched off 分香 from the Dongyueguan 东岳观 of Jiangkou 江口), and Wushi shengfei 吴氏圣妃 (originally called Yangzhong xiangu 洋忠仙姑). Secondary gods include Fazhu xianfei 法主仙妃, Cigan xianfei 慈感仙妃, Qitian dasheng 齐天大圣, and Puji shenghou 普济圣侯"
V380-2,Xingchongmiao,兴重庙,V380, Xingchongmiao 兴重庙: The main god is Xu daren 徐大人
V380-3,Xiangdeci,香德祠,V380," Xiangdeci 香德祠: rebuilt recently. The main god is Sanyi jiaozhu 三一教主. Secondary gods include Zhang Sanfeng 张三峰, Zhuo Wanchun 卓晚春, Chenshi zhenren 陈氏真人, Lubu dashen 鲁部大神 and Lufu yima 鲁府姨妈. The SSCDCB, 1992:5 records 11 initiates"
V380-4,Shunjimiao,顺济庙,V380, Shunjimiao 顺济庙: The main god is Tiangong yuanshuai 田公元帅. Secondary god is Fenghuo ertong 风火儿童. 
V381-1,Xixi zushê,溪西祖社,V381, Xixi zushê 溪西祖社 is dedicated to Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. The secondary gods are Lisan furen 李三夫人 and Zhanggong shengjun 张公圣君
V381-2,Chengbentang,承本堂,V381, Chengbentang 承本堂 is dedicated to Sanyi jiaozhu 三一教主. 
V382-1,Wanxingruigong,万兴瑞宫,V382,"Wanxingruigong 万兴瑞宫, Wanxingshê 万兴社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Qitian dasheng 齐天大圣. "
V383-1,Wanxing xingong,万兴新宫,V383," Wanxing xingong 万兴新宫, Wanxingshê 万兴社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Qitian dasheng 齐天大圣, Chenshi zhenren 陈氏真人, and Wushi shengfei 吴氏圣妃"
V383-2,Beijidian,北极殿,V383, Beijidian 北极殿: The main god is Xuantian shangdi 玄天上帝
V383-3,Hedetang,合德堂,V383, Hedetang 合德堂: The main god is Fude zhengshen 福德正神. 
V384-1,Wanxing xinshê,万兴新社,V384, Wanxing xinshê 万兴新社 was built in 1928 and was renovated after the founding of the PRC. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Zhanggong shengjun 张公圣君 and Ma fu daren 马府大人
V384-2,Qingxinggong,清行宫,V384," Qingxinggong 清行宫: The main god is Fazhu xianfei 法主仙妃. Secondary gods are: Mafu daren 马府大人, Lufu dashen 鲁府大人, Shangzhu mafu 上主妈府, Lufu yima 鲁府姨妈, Linshima 林氏妈, Erwei faye 二位法爷 and Sanwei xingban 三位兴班. "
V385-1,Wanxing zushê,万兴祖社,V385," Wanxing zushê 万兴祖社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, Mayang zungong 马洋尊公, Sanyi jiazhu 三一教主, Wushi shengfei 吴氏圣妃, and Chenshi zhenren 陈氏真人"
V385-2,Hualaisi Buddhist temple,华来寺,V385," Hualaisi Buddhist temple 华来寺. (PTZJZCG, 1992:199"
V385-3,Wanyingting Buddhist pagoda,万应亭,V385," Wanyingting Buddhist pagoda 万应亭 was rebult in early Republican period (PTZJZCG, 1992:200) "
V386-1,Wanxing xinshê,万兴新社,V386,Wanxing xinshê 万兴新社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tiangong yuanshuai 田公元帅. 
V387-1,Wanxing zushê,万兴祖社,V387," Wanxing zushê 万兴祖社 (actually located in Nanjiao 南郊, see below): The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上 圣母, Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, Mayang zungong 马洋尊公, Sanyi jiaozhu 三一教主, Wushi shengfei 吴氏圣妃, and Chenshi zhenren 陈氏真人"
V387-2,Qinglongdian,青龙殿,V387, Qinglongdian 青龙殿: The main god is Xuantian shangdi 玄天上帝. Secondary gods are Wanglinguan 王灵官 and Zhang Tianshi 张天师. 
V388-1,Wanxing zushê,万兴祖社,V388," Wanxing zushê 万兴祖社 (actually located in Nanjiao 南郊): The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, Mayang zungong 马洋尊公, Sanyi jiaozhu 三一教主, Wushi shengfei 吴氏圣妃, and Chenshi zhenren 陈氏真人"
V388-2,Lufu,鲁府,V388," Lufu 鲁府: The main gods are Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V388-3,Ruiyundong,瑞云洞,V388," Ruiyundong 瑞云洞: The main god is Qitian dasheng 齐天大圣 and Jiangfu daren 江府大人. Secondary gods include Tiangong yuanshuai 田公 元帅, Sanyi jiaozhu 三一教主 and Fude zhengshen 福德正神. "
V389-1,Wanxing zushê,万兴祖社,V389," Wanxing zushê 万兴祖社 (actually located in Nan jiao 南郊): The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, Mayang zungong 马洋尊公, Sanyi jiaozhu 三一教主, Wushi shengfei 吴氏圣妃, and Chenshi zhenren 陈氏真人"
V389-2,Qinglinggong,青凌宫,V389," Qinglinggong 青凌宫 was built in Guangxu 29 (1903). The main god are Lufu dashen 鲁府大神, Lufu furen 鲁府夫人 and Lufu yima 鲁府姨妈. Secondary gods are Daxiong 大兄 and Erxiong二兄. "
V390-1,Yangqingong,洋沁宫,V390," Yangqingong 洋沁宫 was rebuilt in Guangxu 23 (1897). The main god is Qitian dasheng 齐天大圣. Secondary gods include Mayang jiangjun 马洋将军, Wushi shengfei 吴氏圣妃, Puji shenghou 普济 圣侯, Tiangong yuanshuai 田公元帅, and Zhongjun 中军"
V390-2,Wanxing zushê,万兴祖社,V390," Wanxing zushê 万兴祖社(actually located in Nanjiao 南郊): The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tianshang shengmu 天上圣母, Qitian dasheng 齐天大圣, Tiangong yuanshuai 田公元帅, Mayang zungong 马洋尊公, Sanyi jiaozhu 三一教主, Wushi shengfei 吴氏圣妃, and Chenshi zhenren 陈氏真人"
V390-3,Heqing shudetang,合清树德堂,V390, Heqing shudetang 合清树德堂: The main god is Sanyi jiaozhu 三一教主 
V391-1,Haopushê,濠浦社,V391," Haopushê 濠浦社: The main gods are Zhongzheng shenghou 忠正圣侯(Zunzhu mingwang 尊主明王) and Houtu furen 后土夫人. Secondary gods include Zhanggong shengjun 张公圣君, Gongcao dasheng 功曹大圣, Xiaogong shengzhe 肖公圣者, Dutian yuanshuai 都天元帅, Jialuo dasheng 伽罗大圣 and Wenwu liesheng 文武列圣"
V391-2,Fulingong,福麟宫,V391," Fulingong 福麟宫: The main gods are Zhanggong shengjun 张公圣君, Lufu dashen鲁府大神, Lufu furen 鲁府夫人, Lufu yima 鲁府姨妈, and Zhongjun ye 中军爷"
V391-3,Xingjitan,兴济坛,V391, Xingjitan 兴济坛: The main god is Zhanggong shengjun 张公圣君
V391-4,Bangfuci,榜福祠,V391," Bangfuci 榜福祠: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Tiangong yuanshuai 田公元帅, Guansheng dijun 关圣帝君, Zhanggong shengjun 张公圣君, Sanguan dadi 三官大帝, Wuji xiansheng 无极先生, Wusheng xiansheng 吴圣先生, Guanyin dashi 观音大士, Anfu dashi 安府大师, Huatuo xianshi 华佗仙师, Dutian yuanshuai 都天元帅, Jin daren 金大人, Bai daren 白大人, Li daren 李大人 and Wenwu liesheng 文 武列圣. The SSCDCB, 1992:5 records 38 initiates"
V391-5,Sanzhongci,三中祠,V391," Sanzhongci 三中祠: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Tiangong yuanshuai 田公元帅, Lingya jiangjun 灵牙将军, Guansheng dijun 关圣帝君, Wuxian dadi 五显大帝, Yushu dadi 玉枢大帝, Dizang renshi 地藏人师, Weituo zunzhe 韦驮尊者, Chensheng hufa 陈胜 护法, Zhang Sanfeng 张三峰, Zhuo zhenren 卓真人, Weng Yiyang 翁一扬, Daye 大爷 and Erye 二爷"
V391-6,Tudici,土地祠,V391, Tudici 土地祠: located in Xiagou 下沟. The main god is Fude zhengshen 福德正神
V391-7,Fushouci,福寿祠,V391," Fushouci 福寿祠: located in Tiancuo 田厝. The main god is Sanyi jiaozhu 三一教主. The SSCDCB, 1992:5 records 41 initiates"
V391-8,Fulingong,绂麟宫,V391, Fulingong 绂麟宫: located in Tiancuo 田厝. The main god is Tianqian shengmu 天前圣母. Secondary gods include Lufu dashen 鲁府大神 and Yima yuanjun 姨妈元君
V391-9,Mingxintang,明新堂,V391," Mingxintang 明新堂 is dedicated to Lin Longjiang 林龙江. The SSCDCB, 1992:6 records 39 initiates"
V391-10,Fushanan,福善庵,V391," Fushanan 福善庵 was rebult in the early Republican period (PTZJZCG, 1992:200) "
V392-1,Haopu shê,濠浦社,V392,"Haopu shê 濠浦社, Xiangying xiantan 祥应显坛: The main gods are Zhongyou shenghou 忠祐圣侯 (Zunzhu mingwang 尊主明王) and Houtu furen 后土夫人. Secondary gods include Zhanggong shengjun 张 公圣君. "
V393-1,Dengkegong,登科宫,V393," Dengkegong 登科宫 was built in the late Ming. The temple was later moved and rebuilt in Qianlong 1 (1736), and was renovated in 1927. The main god is Tiangong yuanshuai 田公元帅. Secondary gods include Yanggong taishi 杨公太使, Huanggong ershi 黄公二使, Puhua tianzun 普化天尊, Zhanggong shengjun 张公圣君, Wushi shengfei 吴氏圣 妃, Chenshi zhenren 陈氏真人, Lisan furen 李三夫人, and Baiya jiangjun 白牙将军"
V393-2,Haopugong,濠浦宫,V393, Haopugong 濠浦宫: The main gods are Zhongzheng shenghou 忠正圣侯 (Zunzhu mingwang 尊主明王) and Houtu furen 后土夫人
V393-3,Beijidian,北极殿,V393," Beijidian 北极殿: The main god is Xuantian shangdi 玄天上帝. Secondary gods are Xuantan yuanshuai 玄坛元帅, Xianmu yuanjun 仙母元君, Xiannü niangniang 仙女娘娘, Tiangong yuanshuai 田公元帅, Yuanshi tianzun 元始 天尊, Sanyi jiaozhu 三一教主 and Wenwu liesheng 文武列圣. "
V394-1,Haopushê,濠浦社,V394," Haopushê 濠浦社, Zhaominggong 昭明宫: The main gods are Zhongzheng shenghou 忠正圣侯 (Zunzhu mingwang 尊主 明王) and Houtu furen 后土夫人. Secondary gods include Yanggong taishi 杨公太师"
V394-2,Tianhuaan,天花庵,V394, Tianhuaan 天花庵: The main god is Guanyin dashi 观音大士
V394-3,Hebentang,合本堂,V394," Hebentang 合本堂 is dedicated to Lin Lonjiang 林龙江. The SSCDCB, 1992:10 records 66 initiates. "
V395-1,Haopushê,濠浦社,V395," Haopushê 濠浦社, Yutianci 玉天祠, Ruiliandong 瑞莲洞: The main gods are Zhongzheng shenghou 忠正圣侯(Zunzhu mingwang 尊主明王) and Houtu furen 后土夫人. Secondary gods include Tiangong yuanshuai 田公元帅, Sanyi jiaozhu 三一教主, Zheng daren 郑大人, Wenchang dijun 文昌帝君, Guansheng dijun 关圣帝君, Daye 大爷, and Erye 二爷. "
V396-1,Fuxinggong,福兴宫,V396," Fuxinggong 福兴宫, Fuxingshê 福兴社 was built in the Ming Chongzhen 1 (1628), and renovated both during the late Qing and after the founding of the PRC. The main gods are Zunzhu mingwang 尊主 明王, Houtu furen 后土夫人, Sima shengwang 司马圣王, Qitian dasheng 齐天大圣, Yanggong taishi 杨公太师, and Zhangshi furen 张氏夫人. Secondary gods include Zhongtian dasheng 中天大圣, Xu taiye 徐太爷, and Wulu jiangjun 五路将军"
V396-2,Wanhuating,万花亭,V396, Wanhuating 万花亭: The main god is Fude zhengshen 福德正神. 
V397-1,Changfengjing Fuxingshê,长丰境福兴社,V397, Changfengjing Fuxingshê 长丰境福兴社 was built in Ming Jiajing 16 (1537). The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tiangong yuanshuai 田公元帅 and Tianshang shengmu 天上圣母
V397-2,Tianhougong,天后宫,V397, Tianhougong 天后宫 was built recently as a division of Fuxingshê 福兴社. The main god is Tianshang shengmu 天上圣母
V397-3,Xinanci,新安祠,V397, Xinanci 新安祠 is dedicated to Sanyi jiaozhu 三一教主. Secondary gods are Ligong daren 李公大人 and Lisan furen 李三夫人
V397-4,Qilinsi Buddhist temple,祗林寺,V397," Qilinsi Buddhist temple 祗林寺 was built during the Guangxu period (1871–1908) (PTZJZCG, 1992). "
V398-1,Anren zushê,安仁祖社,V398,"Anren zushê 安仁祖社, Lingxunmiao 灵逊庙: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣君, and Cigan xianfei 慈感仙妃. "
