startdate,enddate,uid_r,text,gods_involved
01-15,01-15,V437-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession within the ten shê alliance. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-11,01-11,V438-1,"On 1/11 Zunzhu mingwang 尊主明 王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临水妈 are invited to go on procession within the village.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-15,01-15,V438-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten village ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession within the ten-fold shê. On these occasions, opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-13,01-13,V439-1,"On 1/13 Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, Wenlin shuima 文临水妈, Qitian dasheng 齐天大圣 and Wuhuang dadi 五皇大帝 are invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual together, and funds are collected on a per capita basis.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Qitian dasheng', 'Tianshang shengmu', 'Wenlin shuima', 'Wuhuang dadi', 'Zunzhu mingwang']"
01-15,01-15,V439-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession within the ten- shê alliance. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This celebration is organized by the entire ten shê ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-13,01-13,V440-1,"On 1/13 the Huang 黄 invite Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临 水妈 are invited to go on procession within the village. This is organized by the Huang lineage based in Anning shangshê 安宁上社.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-14,01-14,V440-2,"On 1/14 the Wu 吴 invite Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临水妈 to go on procession within the village. This is organized by the Wu 吴 lineage based in Xinxingshê 信兴社.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-15,01-15,V440-3,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession around all the ten shê. On all these days, opera is performed, and Daoist ritual mas ters are invited to conduct rituals. The celebration is organized by the entire ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-14,01-14,V441-1,"On 1/14, Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临水妈 are invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-15,01-15,V441-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession to all the ten shê. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the entire ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-12,01-12,V442-1,"On 1/12 Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临水妈 are invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-15,01-15,V442-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession to each of the ten shê. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the entire ritual alliance as a whole, and funds are collected on a per capita basis throughout the region.",[]
01-13,01-13,V443-1,"On 1/13 Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临水妈 are invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-15,01-15,V443-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession to each of the ten shê. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the entire ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
02-02,02-02,V443-3,On 2/2 Toufu 头福 celebrations are held with opera. A procession is held around the village boundaries and lanterns are paraded.,[]
01-13,01-13,V444-1,"元宵仪式: On 1/13 the gods of the Longxingshê 隆兴社 are invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.",[]
01-15,01-15,V444-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession to each of the ten shê. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the entire ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-13,01-13,V445-1,"On 1/13, Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Huang jiangjun 黄将军, Chen jiangjun 陈将军, Tianshang shengmu 天上圣母, and Wenlin shuima 文临水妈 of the Xingningshê 兴宁社 are invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The village shê organizes the ritual, and funds are collected on a per capita basis.","['Chen jiangjun', 'Houtu furen', 'Huang jiangjun', 'Tianshang shengmu', 'Wenlin shuima', 'Zunzhu mingwang']"
01-15,01-15,V445-2,"On 1/15 there is a joint Yuanxiao for the Xibai 溪白 ten shê ritual alliance. All the gods of Xiaoyoushê 孝友社 and Beijidian 北极殿 are invited to go on procession to each of the ten shê. Opera is performed, and Daoist ritual masters are invited to conduct rituals. The celebration is organized by the entire ritual alliance, and funds are collected on a per capita basis throughout the region.",[]
01-13,01-13,V446-1,"On 1/13, the Li 李 carry the incense burners of the shê-altar 社炉 to each household to practice the Dao 道.",[]
01-14,01-14,V446-2,"On 1/14, the Fang 方 do the same.",[]
01-16,01-16,V446-3,"On 1/16, the Chen 陈 do the same.",[]
01-11,01-11,V446-4,"On 1/11 and on 1/15, Sima shengwang 司马圣王, Tongling shenghou 统领圣侯, Yaoshi furen 姚氏夫人 and Ruigou xianggong 瑞沟相公, Qiuliu dashi 邱刘大使, and Chenzheng jiangjun 陈郑将军 are invited to go on procession within Houzhuo 后卓, Xitianwei 西天尾 and Xian 溪安. The incense burners are invited from the main temple. Opera is performed, One Daoist master 师公 is invited to conduct rituals. The Li lineage and the miscellaneous surname group each takes care of one day, and they switch with one another the next year. Funds are collected on a per capita basis.","['Ruigou xianggong', 'Sima shengwang', 'Tongling shenghou', 'Yaoshi furen']"
01-28,01-28,V446-5,"On 1/ 25 and on 1/28, there is a procession of inspection around the village including decorated horses (zouma 走马), sedan chairs of the gods, the Toufu 头福 community leaders, and various performing arts troupes. The Li and the miscellaneous surname group each takes care of one day, and they switch the next year. Funds are collected on a per capita basis.",[]
01-11,01-11,V447-1,"On 1/11 or 1/12, Zunzhu mingwang 尊主明王 and Houtu furen 后土夫 are taken to each household to xingdao 行道 (carry out the Dao).","['Houtu furen', 'Zunzhu mingwang']"
01-24,01-24,V447-2,"On 1/24, there is a joint lantern procession carried out together with the Yongning xishê of Duxi village度西永宁西社.",[]
01-11,01-11,V448-1,"On 1/11 or 1/12, Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 are taken to each household to xingdao 行道 (carry out the Dao).","['Houtu furen', 'Zunzhu mingwang']"
01-24,01-24,V448-2,"On 1/24, there is a joint lantern procession carried out together with the Yongxingshê 永兴社 of Xiguo 西锅 village.",[]
01-12,01-14,V449-1,"On 1/12–14 Qiangan 前干, Hougan 后干, and Dinggan 顶干 take turns to invite Tiangong yuanshuai 田公元 帅, Li daren 李大人, and Wei daren 魏大人 to go on procession within its territory.","['Li daren', 'Tiangong', 'Tiangong yuanshuai']"
01-22,01-23,V449-2,"On 1/22–23, the Toufu 头福 (beginning good fortune) rite is celebrated. Lanterns go on procession around the entire village. Opera is performed for two days.",[]
01-13,01-14,V450-1,"On 1/13–14, villagers go to the Zhaohui linggong 昭慧灵宫 to invite back the incense burners. These are then are taken to every household in the village to practice the Dao 行道.",[]
01-15,01-15,V450-2,"On 1/15 Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣君, and Mayang zungong 马洋尊公 are invited to go on procession within the village. Then lanterns are carried in a procession around the village territory.","['Tiangong', 'Tiangong yuanshuai', 'Zhanggong shengjun']"
01-15,01-15,V451-1,"On 1/15 Zhanggong shengjun 张公圣君 of the main alliance temple of Zhaohui linggong 昭惠灵宫 is invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This event is organized by the village itself, and funds are collected on a per capita basis.",['Zhanggong shengjun']
01-14,01-14,V452-1,"On 1/14 Puji shenghou 普济圣侯 of the main alliance temple, the Zhaohui linggong 昭惠灵宫, is invited to go on procession within the village. Opera is performed, and Daoist ritual masters are invited to conduct rituals. This event is organized by the village itself, and funds are collected on a per capita basis.",['Puji shenghou']
